accession,SMILES
BGC0002137,CCC(=O)C1=C(O)C(OC)C2(C(=O)O)CC3=C(OC2C1=O)C(=O)c1c(O)cccc1C3=O
BGC0001195,CCC(=O)CC(O)C1(C)CC(C)C2CCC(CCC=C(C)C(=O)C(C)CCC=CC(=O)N3CCCCC3C(=O)O1)O2
BGC0001358,CCC(=O)CC(O)CC(C)CC(NC(=O)C1CC(C)CN1C(=O)C=CC(C)CC)C(=O)NC(C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(C)(C)C(=O)NCCC(=O)NC(C)CN(C)C)C(O)C(C)C
BGC0000304,CCC(=O)CCCCCC1NC(=O)C2CCCCN2C(=O)C(C(C)CC)NC(=O)C(Cc2cn(OC)c3ccccc23)NC1=O
BGC0002095,CCC(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)CCCN=C(N)N
BGC0000084,CCC(=O)OC(C(C)C(=O)O)C(C)C1OC2(CCC(C)(C3CCC(C)(C4OC(C5OC(O)(CO)C(C)CC5C)CC4C)O3)O2)CC(O)C1C
BGC0002059,CCC(=O)OC(C)C=CC(=O)NC1CC(C)C(C(O)C=C(C)C=CC2CC3(CO3)CC(C)(O)O2)OC1C
BGC0000096,CCC(=O)OC1CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC
BGC0001648,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C
BGC0000087,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)[O-])C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C.[Na+]
BGC0002063,CCC(C(=O)O)C(=O)OC1C2(C)Oc3ccc(-c4ccc5c(c4O)C(O)=C4C(=O)C6OC6(C)C(OC(=O)CC(=O)O)C4(C)O5)c(O)c3C(O)=C2C(=O)C2OC21C
BGC0000143,CCC(C(=O)O)C1CCC(C)C(C(C)C(O)C(C)C(=O)C(CC)C2OC3(C=CC(O)C4(CCC(C)(C5CCC(O)(CC)C(C)O5)O4)O3)C(C)CC2C)O1
BGC0002555,CCC(C)(NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(C)(CC)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(C)(C)NC(=O)C(Cc1ccccc1)NC(C)=O)C(=O)NC(C)(C)C(=O)N1CC(O)CC1C(=O)NC(CCC(N)=O)C(=O)NC(C)(CC)C(=O)N1CC(O)CC1C(=O)NC(C)(C)C(=O)NC(CO)Cc1ccccc1
BGC0002760,CCC(C)=C(NC(=O)C(NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(NC(=O)CC(NC(=O)C(NC(=O)C(NC(=O)C(C)N(C)C(=O)C(C)NC(=O)C(NC(=O)CC(C)C)=C(C)C)C(C)C)C(C)C)c1ccc(O)cc1)C(C)C)=C(C)C)C(C)C)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NCCCCNC(=N)N)C(C)(C)O
BGC0001039,CCC(C)=C1OC(=O)C(C)C(O)C(Cc2cccnc2)NC(=O)C(NC(=O)c2ncccc2O)C(C)OC1=O
BGC0001434,CCC(C)C(=O)C(=O)NCCc1c[nH]c2ccccc12
BGC0002255,CCC(C)C(=O)CC1(C)C(=O)C=C2C=C(C3C(=O)C=CCC3C)OC=C2C1=O
BGC0001216,CCC(C)C(=O)OC1C(C)OC(=O)C(NC(=O)c2cccc(NC=O)c2O)C(C)OC(=O)C1Cc1ccccc1
BGC0000088,CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21
BGC0000205,CCC(C)C(=O)OC1CC2CC(O)CC(=O)OC(C(C)O)CC3CC(=CC(=O)OC)CC(O)(O3)C(C)(C)C=CC3CC(=CC(=O)OC)CC(CC(O)(O2)C1(C)C)O3
BGC0000039,CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC(O)CC(O)CC(=O)O)C21
BGC0001582,CCC(C)C(C(=O)NC1C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2c[nH]c3cccc(OC)c23)C(=O)NC(C(C)C)C(=O)NC(C(O)c2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C
BGC0000539,CCC(C)C(C=O)NC(=O)C(CC(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCSC)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(N)CCSC)C(C)C
BGC0002172,CCC(C)C(CC(=O)C(C)NC(=O)CCCN)C(=O)NC(CO)C(=O)NC(C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CO)CC(C)C)C(C)C
BGC0001878,CCC(C)C(N)C(=O)N1CCCC1C(CC(=O)O)OC(=O)C(Cc1ccc(O)cc1)NC=O
BGC0002382,CCC(C)C(N)C(=O)NC(C)C(=O)NC1C(=O)NC(CCCNC(=N)N)C(=O)NC2CCCCCNC(=O)CCC(C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(CO)C(=O)O)NC(=O)C3CC(=O)OCC(NC(=O)C4CCCN4C(=O)C(C)NC2=O)C(=O)NC(CC(=O)OC1C)C(=O)NC(CC(=O)O)C(=O)N3
BGC0000310,CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1
BGC0000346,CCC(C)C(NC(=O)C(C(C)CC)N(C)C(C)=O)C(=O)NC(C(=O)NC(CC(C)C)C(=O)C1(C)CO1)C(C)O
BGC0000598,CCC(C)C(NC(=O)C(CC(=O)NC)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(CC(=O)NC)NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(CC(=O)NC)NC(=O)C(NC(=O)CNC(=O)C(C)NC(=O)CNC(=O)C(NC(=O)C(CC(=O)NC)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)CNC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)CNC(=O)C(=O)CCC(C)(C)C)C(C)(C)CC)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)O)C(C)(C)C)C(C)CC(N)=O)C(C)(C)O)C(C)CC)C(O)C(=O)NC)C(C)(C)C)C(C)(C)O)C(=O)NC(CC(=O)NC)C(=O)NC(C(=O)NC(C(=O)NC(C)C(=O)NC(CC(=O)NC)C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C(=O)O)C(C)O)C(C)O)C(C)(C)CS(C)=O)C(C)C)C(C)C)C(O)C(=O)NC)C(C)C
BGC0002289,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C1CCC(=O)NC(CC(C)C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCC(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)O)C(=O)N1)C(=O)NC(CC(N)=O)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(C(=O)O)C(C)O
BGC0002660,CCC(C)C(NC(=O)C(Cc1c[nH]cn1)NC(=O)CC(C)C)C(=O)NC(C(=O)N1CCCC1C(=O)NC(C=O)Cc1ccccc1)C(C)C
BGC0002322,CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCC(=O)NCC(=O)NCC(=O)NC(C(C)C)C(=O)NCC(=O)NC(CCCCCN)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)N1)C(=O)NCC(=O)NCC(=O)NCC(=O)NC(C(=O)NCC(=O)NC(CCNC(=N)N)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)O)C(C)C
BGC0001207,CCC(C)C(NC(=O)C(Cc1ccccc1)NC)C(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC1C(=O)NC(C)C(=O)NC(CC2CN=C(N)N2)C(=O)NC(C(C)CC)C(=O)OC1C)C(C)CC)C(C)CC
BGC0002286,CCC(C)C(NC(=O)C(N)CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O)C(C)CC
BGC0000575,CCC(C)C(NC(=O)C(NC(=O)C(CC(N)=O)NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)CNC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CCC(=O)NCC(=O)NC(CO)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCCNC(=N)N)C(=O)N1)C(C)C)C(C)C)C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)O
BGC0001440,CCC(C)C(NC(=O)C(NC(=O)C1OC(=O)C1C(C)C)C(C)C)C(=O)O
BGC0000298,CCC(C)C(NC(=O)C(O)Cc1ccc(O)c(Cl)c1)C(=O)N1C(C(=O)NCCCCNC(=N)N)CC2CCC(OS(=O)(=O)O)CC21
BGC0001176,CCC(C)C(NC(=O)C1CC(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(CO)C(=O)N2CCCC2C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)O)C(C)CC)C(C)C)C(C)CC
BGC0001344,CCC(C)C(NC(=O)C1CCCCN1C)C(=O)N(COC(=O)CC(C)C)C(CC(OC(C)=O)c1nc(C(=O)NC(Cc2ccc(O)cc2)CC(C)C(=O)O)cs1)C(C)C
BGC0000602,CCC(C)C(NC(=O)CNC(=O)C(CC(=O)O)NC(=O)C1CCCN1C(=O)C(NC(=O)C1CCCN1C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(CS)NC(=O)C(C)NC(=O)C(C)NC(=O)CNC(=O)C(NC(=O)C(CO)NC(=O)C(CS)NC(=O)C(NC(=O)C(C)NC(=O)C(CS)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CN)C(C)O)C(C)CC)C(C)C)C(C)CC)C(=O)NC(C)C(=O)NCC(=O)NC(C)C(=O)NCC(=O)O
BGC0000522,CCC(C)C(NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CCC(=O)O)NC(=O)C(NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)O)NC(=O)C(NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(C)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(C)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(C)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C(NC(=O)C(CCCCN)NC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(C)NC(=O)C(N)CCSC)C(C)C)C(C)C)C(C)CC)C(C)C)C(C)CC)C(C)CC)C(C)CC)C(C)C)C(C)C)C(C)CC)C(C)CC)C(=O)NC(CCCCN)C(=O)O
BGC0000581,CCC(C)C(NC(=O)CNC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCC(=O)NCC(=O)NCC(=O)NC(C)C(=O)NCC(=O)NC(Cc2cnc[nH]2)C(=O)NC(C(C)C)C(=O)N2CCCC2C(=O)N1)C(C)C)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(=O)NC(C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)O)C(C)CC)C(C)O
BGC0002584,CCC(C)C(NC(=O)c1nc(-c2csc(-c3nc(-c4coc(C(NC(=O)C(=NO)C(C)C)C(C)C)n4)oc3C)n2)oc1C)C(=O)OC
BGC0001174,CCC(C)C(NC(=O)c1nc(-c2nc(-c3csc(-c4coc(-c5csc(C(CCCNC(=N)N)N(C)C)n5)n4)n3)oc2C)oc1C)C(=O)N1CCCC1c1nc(-c2nc(-c3nc(-c4nc(-c5nc(C(=O)NCC(=O)NCC(=O)O)cs5)cs4)cs3)cs2)cs1
BGC0002560,CCC(C)C(NC(=S)C(C)NC(=O)C(C)NC(=S)C(CCSC)NC(=S)C(NC(=O)C(C)=O)C(C)C)C(=S)NC(C)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)NC(C(O)c2c[n+](C)cn2C)C(=O)NC=CSC1C
BGC0000593,CCC(C)C(NC(C)=O)C(=O)NC(CO)C(=O)NC1C(=O)NC(CCCNC(=N)N)C(=O)NC2CCCCNC(=O)CCC(C(=O)NC(Cc3cc4ccccc4[nH]3)C(=O)O)NC(=O)C3CCC(=O)OCC(NC(=O)C4CCCN4C(=O)C(Cc4ccc(O)cc4)NC2=O)C(=O)NC(CC(=O)OC1C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)N3
BGC0001880,CCC(C)C(NC)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(C(N)=O)C(C)C
BGC0001305,CCC(C)C(O)=C1C(=O)OC(C)C(CO)C1=O
BGC0001580,CCC(C)C(O)C(C)C(=O)C(C)C=C(C)CC(C)C1OC(=O)C1C
BGC0001470,CCC(C)C(O)C=CC(C)=CC=CC(C)CC(C)C1CC(O)C(C)C=CC=CC(C)CC=C(C)C(O)C=CCC(O)C(C)C=CC(=O)O1
BGC0000003,CCC(C)C(OC(=O)C(O)C(C)(C)O)C(=O)OC(C=CC=CC=CC(=O)O)C1(C)CO1
BGC0000172,CCC(C)C(OC(=O)C=Cc1ccccc1)C(C)C(O)CC=CC=CC(N)=O
BGC0002208,CCC(C)C1=C2N=C3OC=CC=CC3(OC)C(=O)N2C(Cc2ccccc2)C(=O)N1
BGC0002304,CCC(C)C1C(=O)C(=C(O)C2C(C(=O)O)C=CC3CCCCC32)C(=O)N1C
BGC0002542,CCC(C)C1C(=O)N2CCCC2C(=O)OC(C(C)(C)C)CC(C)CC(O)C(C)C2=NC(C=C(C)C(=O)NC(Cc3ccc(OC)cc3)C(=O)N(C)C(C)C(=O)N1C)CS2
BGC0001212,CCC(C)C1C(=O)NC(Cc2cc(Cl)c(O)c(Cl)c2)C(=O)NC(C(C)(C)O)C(=O)OC(c2ccccc2)C(C)C=CC=C(C)C(OC)CC2OC2(C)C(=O)N1C
BGC0001636,CCC(C)C1C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)O)C(=O)N(C)C(C(C)C)C(=O)N1C
BGC0001441,CCC(C)C1C(=O)OC1C(=O)NC1CC1CC(NC(=O)C(C)N)C(=O)O
BGC0000234,CCC(C)C1C(=O)OC2c3cc(C)cc(O)c3C3=C(C(=O)c4c(O)cccc4C3=O)N21
BGC0002165,CCC(C)C1C(C)(O)C(=O)C2CC(C)(O)CC(C)C2C1(C)C(=O)C=CO
BGC0001264,CCC(C)C1C2(C)C(=O)C(=CO)C(O)(C3CC(C)(O)CC(C)C32)C1(C)O
BGC0002104,CCC(C)C1CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)C(O)CCC(=O)CC(O)CC(=O)O1)CC(O)C2C(=O)O
BGC0002158,CCC(C)C1NC(=O)C(C(C)=O)=C1O
BGC0002746,CCC(C)C1NC(=O)C(C(C)C)N(C)C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CN(C)C(=O)C(C(C)CC)N(C)C(=O)C(C(C)C)NC(=O)CNC(=O)C(C(C)C)N(C)C(=O)C(C(C)CC)N(C)C(=O)CN(C)C(=O)C(C(C)O)N(C)C(=O)C(C(C)C)N(C)C1=O
BGC0002425,CCC(C)C1NC(=O)C(C(C)C)NC(=O)C(C(C)C)NC(=O)C(CC(C)C)NC(=O)CC(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)N2CCCC2C(=O)NCC(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NC(Cc2ccccc2)C(=O)O)NC(=O)C(C)NC(=O)C(CCC(N)=O)NC(=O)C(C(C)C)NC1=O
BGC0001816,CCC(C)C1NC(=O)C(C(C)C)NC(=O)C(C)=CC(C)CC(C)CC(C)CC(C)CCC(C)OC1=O
BGC0002747,CCC(C)C1NC(=O)C(C(C)CC)N(C)C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CN(C)C(=O)C(C(C)C)N(C)C(=O)C(C(C)C)NC(=O)CNC(=O)C(C(C)C)N(C)C(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C(C(C)C)N(C)C(=O)C(C(C)C)N(C)C1=O
BGC0001639,CCC(C)C1NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)CNC(=O)CCC(C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(C(=O)NC(CCSC)C(=O)NC(Cc2c[nH]cn2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCC(=O)O)C(C)C)NC1=O
BGC0000379,CCC(C)C1NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(CC(=O)O)NC(=O)CNC(=O)C2CCCCN2C(=O)C(NC(=O)C(CC(=O)O)NC(=O)C=CCCCCCCCCCC(C)C)CNC(=O)C2CCCN2C1=O
BGC0002126,CCC(C)C1NC(=O)C(C(O)C(C)C)NC(=O)C(C(O)c2ccc(O)cc2)NC(=O)C(NC(=O)C(NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(C)N)C(O)C(N)=O)C(C(N)=O)OC1=O
BGC0001792,CCC(C)C1NC(=O)C(C)NC(=O)C(C(C)CC)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)CC)NC(=O)C(CCCCN)NC(=O)C(C(C)CC)NC1=O
BGC0001779,CCC(C)C1NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C2CSSCC3NC(=O)CC(NC(=O)C(CC(N)=O)NC(=O)C(CSSCC(C(=O)NC(Cc4ccccc4)C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)O)NC(=O)C(C(C)C)NC1=O)NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)C)NC(=O)CNC(=O)C(CC(C)C)NC3=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NCC(=O)N2
BGC0002815,CCC(C)C1NC(=O)C(CC(=O)O)NC(=O)CNC(=O)C(C)C(O)C(NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)CC(N)CC(O)C(NC(=O)C(O)Cc2ccccc2)C(O)c2ccc(OC)cc2)C(C)O)C(C)OC(=O)C(C(C)CC)N(C)C(=O)C(CC(N)=O)NC1=O
BGC0001561,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccc(Cl)cc23)NC(=O)C(C(O)C(N)=O)NC(=O)C(CCCN)NC1=O
BGC0001569,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C(O)C(N)=O)NC(=O)C(CCCN)NC1=O
BGC0002064,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(CC(N)=O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C2CCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(Cc3ccc(O)cc3)C(=O)N2)CSSCC(C(=O)O)NC(=O)C(Cc2ccccc2)NC1=O
BGC0002629,CCC(C)C1NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(Cc2cnc(CC=C(C)CCC=C(C)C)[nH]2)NC(=O)C2CCCN2C(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCNC(=N)N)NC(=O)C2CCCN2C1=O
BGC0000472,CCC(C)C1NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C2CCCN2C(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(CO)NC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC1=O
BGC0000397,CCC(C)C1NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)N=CC(Cc2ccccc2)NC(=O)C2CC(C)CN2C(=O)C(CO)NC1=O
BGC0000385,CCC(C)C1NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(C(O)C(C)C)NC(=O)C(NC(=O)C(CC(C)C)NC(=O)C(N)CC(C)C)C(c2ccccc2)OC(=O)C(CO)NC(=O)C(C(O)C(N)=O)NC(=O)CNC(=O)C(C(C)O)NC1=O
BGC0000301,CCC(C)C1NC(=O)C(CCc2ccc(O)cc2)N(C)C(=O)C(CCc2ccc(O)cc2)NC(=O)C(C(C)C)NC(=O)C(NC(=O)NC(CCCNC(=N)N)C(=O)O)CCCCNC1=O
BGC0002384,CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)N(C)C(=O)CNC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)CC(O)CC(C)C)C(C)OC(=O)C(C(C)O)NC1=O
BGC0002330,CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(NC(=O)CN)CSCC(C(=O)NC(CCCN)C(=O)NCC(=O)NC2CSC(C)C(C(=O)NC(CCCN)C(=O)NC(C(=O)O)C(C)O)NC(=O)C(C(C)C)NC(=O)C(Cc3ccccc3)NC(=O)CNC2=O)NC(=O)CNC(=O)C(C)NC1=O
BGC0001214,CCC(C)C1NC(=O)C(Cc2ccc(OC)cc2)NC(=O)C(NC(=O)C(NC=O)C(C)C)C(C)OC(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)NC(=O)C2CCCNN2C1=O
BGC0000332,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)C(O)COS(=O)(=O)O)C(C)OC1=O
BGC0000331,CCC(C)C1NC(=O)C(Cc2ccccc2)N(C)C(=O)C(C(C)CC)N2C(=O)C(CCC2O)NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(NC(=O)C(CCc2ccc(O)cc2)NC(=O)C(COS(=O)(=O)O)OC)C(C)OC1=O
BGC0001029,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)CNC(=O)C(CCC(N)=O)NC(=O)C(O)C(CC(O)CCCc2ccccc2)NC(=O)C2CCCN2C1=O
BGC0001469,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2CSC(=N2)c2csc(n2)-c2csc(n2)-c2csc(n2)C(C)NC1=O
BGC0001506,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CC(C(=O)NC(C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(Cc2cnc[nH]2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CO)C(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)O)C(C)CC)NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC1=O
BGC0002053,CCC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CC(C(=O)NC(C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NC(Cc2cnc[nH]2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCC(=O)NCC(=O)O)C(C)CC)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC1=O
BGC0002043,CCC(C)C1NC(=O)C(N)Cc2ccc(OC)c(c2)-c2cc3cc(c2O)Oc2ccc(cc2)CC(C(=O)O)NC(=O)C(C3)NC1=O
BGC0002661,CCC(C)C1NC(=O)C(NC(=O)C(C)=NNc2ccc(O)cc2C(=O)OCCCCCCCCCC(C)C)C(c2ccccc2)OC(=O)CC(C)NC(=O)C(Cc2c[nH]c3c(OC)cccc23)NC(=O)C(C(O)c2ccccc2)N(C)C1=O
BGC0001230,CCC(C)C1NC(=O)C(NC(=O)C(C)C(O)C(C)C)C(C)OC(=O)C2COC(=O)CNC(=O)C=CC3(CO3)C(C)Oc3ccc(cc3)C(NC1=O)C(=O)N(C)C(Cc1ccccc1)C(=O)NC(C(C)O)C(=O)N2
