Cluster,True SMILES
BGC0001555_colicin_V.fasta,CCC(C)C(NC(=O)CNC(=O)CNC(=O)C(C)NC(=O)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(N)=O)NC(=O)CNC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)CNC(=O)C(CO)NC(=O)C(C)N)C(C)CC)C(C)CC)C(C)O)C(C)C)C(=O)NCC(=O)NC(C)C(=O)NC(C)C(=O)NC(C)C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C)C(=O)NCC(=O)NCC(=O)NC(C)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)NC(CO)C(=O)NC(C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(C)C(=O)NC(CCSC)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NCC(=O)NC(CC(C)C)C(=O)NCC(=O)NCC(=O)NC(C(=O)NC(C(=O)NC(CCCCN)C(=O)NC(CCC(N)=O)C(=O)NC(CCCCN)C(=O)N1CCCC1C(=O)NC(CCC(=O)O)C(=O)NCC(=O)NC(C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)NC(C)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NC(CC(C)C)C(=O)NC1CSSCC(C(=O)NC(CC(C)C)C(=O)O)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C2CCCN2C(=O)C(CO)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(N)=O)NC1=O)C(C)CC)C(C)CC)C(C)O)C(C)O)C(C)CC)C(C)C
BGC0001558_cosmomycin_C.fasta,CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(O)C(C)O4)C(C)O3)C(C)O2)c2c(O)c3c(c(O)c2C1OC1CC(N(C)C)C(OC2CCC(OC4CCC(O)C(C)O4)C(C)O2)C(C)O1)C(=O)c1cccc(O)c1C3=O
BGC0001560_cryptomaldamide.fasta,CC(=CC(C(C)C)N(C)C(=O)C(NC(=O)C(CO)NC(=N)N)C(C)C)C(=O)O
BGC0001561_curacomycin.fasta,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccc(Cl)cc23)NC(=O)C(C(O)C(N)=O)NC(=O)C(CCCN)NC1=O
BGC0001562_curacomycin.fasta,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccc(Cl)cc23)NC(=O)C(C(O)C(N)=O)NC(=O)C(CCCN)NC1=O
BGC0001564_cusperin.fasta,C=C1CC(OC)(C(O)C(=O)NC=CC(C)C(O)C(C)C(=O)N2CCCC2C(=O)NCC(N)=O)OC(C)C1C
BGC0001567_cysteoamide.fasta,CC(C)C(NC(=O)Cc1ccccc1)C(=O)NC(CS(=O)(=O)O)C(=O)NC1C(=O)NC(C(O)C(C)C)C(=O)NCCC(=O)OC1C
BGC0001569_dechlorocuracomycin.fasta,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(C(O)C(N)=O)NC(=O)C(CCCN)NC1=O
BGC0001570_deimino_antipain.fasta,CC(C)C(NC(=O)C(CCCNC(N)=O)NC(=O)NC(Cc1ccccc1)C(=O)O)C(=O)NC(C=O)CCCNC(=N)N
BGC0001572_desferrioxamine_E.fasta,O=C1CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN1
BGC0001574_diisonitrile_antibiotic_SF2768.fasta,CC(C#N)CC(=O)NCC1CCC(NC(=O)CC(C)C#N)C(O)O1
BGC0001575_dipeptide_aldehydes.fasta,CC(C)C(N)C(=O)NC(C=O)Cc1ccccc1
BGC0001576_divamide_A.fasta,CCC(C)C1NC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C2CNCCCCC(C(=O)O)NC(=O)C3NC(=O)C(C(C)O)NC(=O)CNC(=O)C(C(O)C(=O)O)NC(=O)C4CSC(C)C(NC(=O)C(CO)NC(=O)C(C)NC(=O)C(NC(=O)C(CCC(=O)O)[N+](C)(C)C)CSC3C)C(=O)NC(CSC(C)C(NC(=O)C(C(C)C)NC1=O)C(=O)NC(C(C)CC)C(=O)NC(C(C)C)C(=O)N4)C(=O)N2
BGC0001577_divamide_B.fasta,C=C1NC(=O)C2CSC(C)C(NC(=O)C(C(C)CC)NC(=O)C3CCCN3C(=O)CNC(=O)C(CO)NC1=O)C(=O)NC(C)C(=O)NC(C(C)CC)C(=O)NC1CSC(C)C(NC(=O)C(CO)NC(=O)C(C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(N)C(C)CC)CSC(C)C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(C(O)C(=O)O)NC1=O)C(=O)N2
BGC0001579_duramycin.fasta,CC(C)C1NC(=O)C(Cc2ccccc2)NC(=O)C2NC(=O)C(Cc3ccccc3)NC(=O)C3CCCN3C(=O)CNC(=O)C(Cc3ccccc3)NC(=O)C3CNCCCCC(C(=O)O)NC(=O)C4NC(=O)C(CC(N)=O)NC(=O)CNC(=O)C(C(O)C(=O)O)NC(=O)C(CSCC(NC(=O)C(CCC(N)=O)NC(=O)C(CCCCN)NC(=O)C(N)CSC4C)C(=O)NC(CSC2C)C(=O)N3)NC1=O
BGC0001580_ebelactone.fasta,CCC(C)C(O)C(C)C(=O)C(C)C=C(C)CC(C)C1OC(=O)C1C
BGC0001581_ECO_02301.fasta,CC(C=CCCC=CC=CC=CC=CC(=O)NC1=C(O)CCC1=O)C(O)C(C)C(O)C=CC=CC=CC=CC=CCC(OC1OC(C)C(O)C(O)C1O)C(C)C(=O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)CC(O)C=CCC(O)CC(O)CCCN
BGC0001582_ecumicin.fasta,CCC(C)C(C(=O)NC1C(=O)N(C)C(C(C)O)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(C(C)C)C(=O)N(C)C(Cc2c[nH]c3cccc(OC)c23)C(=O)NC(C(C)C)C(=O)NC(C(O)c2ccccc2)C(=O)NC(C(C)C)C(=O)OC1C)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C
BGC0001587_ethylenediaminesuccinic_acid_hydroxyarginine_EDHA_.fasta,CC(NCCNC(CCCCNC(=O)CC(O)C(=O)O)C(=O)O)C(=O)O
BGC0001590_formicamycins_A_M.fasta,COc1cc(C)c(-c2cc(OC)c(Cl)c3c2C(=O)C2(O)C(=O)c4c(O)cc(O)cc4C(C)(C)C2C3)c(OC)c1
BGC0001592_ferroverdin.fasta,C=Cc1ccc(OC(=O)c2ccc(O)c(N=O)c2)cc1
BGC0001596_fluostatins_M.fasta,COc1cccc2c1-c1c(O)cc3c(c1C2=O)C(O)C(O)C(C)C3=O
BGC0001598_foxicins_A.fasta,CC(=O)NC1=C(O)C(=O)C=C(NC(=O)C(C)=CC(C)C=C(C)C)C1=O
BGC0001599_fragin.fasta,CCCCCCCC(=O)NCC(C(C)C)N(O)N=O
BGC0001600_fusarielin_H.fasta,CC=C(C)C1C(C=CC=C(C)C(O)C(C)CO)C2CC=C(C)CC2C2OC21C
BGC0001604_gibberellin.fasta,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O
BGC0001605_gibberellin.fasta,C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O
BGC0001607_gilvusmycin.fasta,COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC78C6=CC(=O)c6[nH]cc(C)c68)cc54)[nH]c13)CCN2C(C)=O
BGC0001608_glidopeptin.fasta,CC=C(NC(=O)C(CO)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(=CC)NC(=O)C(CCCCN)NC(=O)C(CCN)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)CCCCCCCCC)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(C(=O)O)=C(C)C
BGC0001611_guangnanmycin.fasta,C=C1C=CC(C)=Cc2cnc(s2)C2(CC2)NC(=O)CC(CC(=O)O)(SSC)CCC(C)=CC1
BGC0001614_hassallidin_E.fasta,CC=C1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(C(C)O)NC(=O)C(C(C)NC(=O)C(NC(=O)C(O)C(O)CCCCCCCCCCCCCC)C(C)O)OC(=O)C(CCC(N)=O)NC(=O)C(C(C)OC2OC(CO)C(O)C(O)C2O)N(C)C(=O)CNC(=O)C(CCC(N)=O)NC1=O
BGC0001615_hexose_shinorine.fasta,COC1=C(NC(=O)O)CC(O)(CO)CC1=NC(CO)C(=O)O
BGC0001619_ibomycin.fasta,CCC(OC1CCC(OC2CCC(OC3CC(C)C(O)C(C)(N)C3)C(C)C2)C(C)C1)C(C)C(O)C(C)C(O)C(C)C1OC(=O)C=CC=CC(O)CC(O)CCC(C)C(OC2OC(C)C(O)C(OC3OC(CO)C(O)C(O)C3O)C2OC2OC(C)C(O)C(O)C2O)CC2(O)OC(CC(O)C2O)C(C)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)CC(O)CC(O)CC(O)C=CC=CC1C
BGC0001620_ilamycins.fasta,C=CC(C)(C)n1cc(CC2NC(=O)C(CC=CC)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(Cc3ccc(O)c([N+](=O)[O-])c3)NC(=O)C(CC(C)C)N(C)C2=O)c2ccccc21
BGC0001622_isotropolone_C.fasta,CCCC(=O)C1=C2C=C(C)Oc3c4c(c(=O)cc(c32)C1=O)C1(O)C(O4)OC(C)C(OC)C1O
BGC0001623_ishigamide.fasta,CC(O)CCCC=CC=CC=CC=CC(=O)NCCC(=O)O
BGC0001625_isofuranonaphthoquinone.fasta,Cc1occ2c1C(=O)c1cc(O)c(O)cc1C2=O
BGC0001627_isonitrile_lipopeptides.fasta,[C-]#[N+]C(C)CC(=O)NCCCCC(COC(C)=O)NC(=O)CC(C)[N+]#[C-]
BGC0001628_JBIR_95.fasta,CC(NC(=O)CNC(=O)C(NC(=O)C(C)NC(=O)C(CS(=O)(=O)O)NC(=O)C(NC(=O)Cc1ccccc1)C(C)C)C(O)C(C)C)C(=O)NC(Cc1ccccc1)C(=O)O
BGC0001629_jessenipeptin.fasta,CC=C(NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(CO)NC(=O)C(NC(=O)C(C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C1CCCN1C(=O)C(=CC)NC(=O)CC(O)CCCCCCC)C(C)CC)C(C)C)C(C)C)C(C)C)C(=O)NC1C(=O)NC(C)C(=O)NC(CCN)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)OC1C
BGC0001630_kasumigamide.fasta,N=C(N)NCCCC(NC(=O)CC(O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)C(O)Cc1ccccc1)C(=O)NC(C(=O)O)C(O)c1ccccc1
BGC0001631_kasumigamide.fasta,N=C(N)NCCCC(NC(=O)CC(O)C(Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)C(O)Cc1ccccc1)C(=O)NC(C(=O)O)C(O)c1ccccc1
BGC0001632_kawaguchipeptin_A.fasta,CC(C)=CCC12CC3C(=O)NC(CO)C(=O)NC(C(C)O)C(=O)N4CCCC4C(=O)N4C(CC5(CC=C(C)C)c6ccccc6NC45)C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(CC(N)=O)C(=O)NC(CC(N)=O)C(=O)N3C1Nc1ccccc12
BGC0001633_ketomemicin_B4.fasta,N=C(N)NCCCC(NC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)CC(Cc1ccccc1)C(=O)O
BGC0001634_keywimysin.fasta,CCC(C)C(NC(=O)C(NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C1CCC(=O)NCC(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(CCCCN)C(=O)N1)C(C)C)C(C)CC)C(=O)O
BGC0001635_kistamicin_A.fasta,NC(Cc1ccc(O)cc1)C(=O)NC1Cc2c[nH]c3cc(ccc23)-c2cc3cc(c2O)Oc2ccc(cc2)CC2NC(=O)C(NC(=O)C3NC(=O)C(c3cc(O)cc(O)c3)NC1=O)c1ccc(c(Cl)c1)Oc1cc(ccc1O)C(C(=O)O)NC2=O
BGC0001636_KK_1.fasta,CCC(C)C1C(=O)NCC(=O)N(C)C(C(C)C)C(=O)NC(Cc2ccc(OC)cc2)C(=O)OC(C)C(=O)N2CCCCC2C(=O)N(C)C(C(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(=O)O)C(=O)N(C)C(C(C)C)C(=O)N1C
BGC0001638_klebsazolicin.fasta,CC(C)CC(NC(=O)CNC(=O)CNC(=O)C(NC(=O)c1csc(C(CC(N)=O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(C)NC(=O)c2coc(C(CC(N)=O)NC(=O)C(CO)NC(=O)c3csc(C(CO)NC(=O)C(C)NC(=O)c4csc(C(CC(N)=O)NC(=O)CNC(=O)C5CCCN5C(=O)C(CO)NC5=C(CCC(N)=O)NC(=O)C(CO)N5)n4)n3)n2)n1)C(C)O)C(=O)NCC(=O)O
BGC0001639_klebsidin.fasta,CCC(C)C1NC(=O)C(C(C)CC)NC(=O)C2CCCN2C(=O)CNC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)CNC(=O)CCC(C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CC(N)=O)C(=O)N2CCCC2C(=O)NC(CC(N)=O)C(=O)NCC(=O)NC(C(=O)NC(CCSC)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(Cc2ccc(O)cc2)C(=O)NCC(=O)O)C(C)C)NC1=O
BGC0001641_kolossin.fasta,CC(C)CC(NC=O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(C(=O)O)C(C)C)C(C)C)C(C)O)C(C)C)C(C)C)C(C)O)C(C)C)C(C)C
BGC0001643_lactomycins_A_C.fasta,CCC1C=CC(=O)OC1C=CC(O)(CCO)C(O)CC(O)C=CC=CC1CCCC(O)C1
BGC0001644_lacunalides.fasta,CC1=CCC(O)CC(O)CC(O)CC(O)CC(O)CC(O)C(C)C(O)C(C)=CCC(O)CCCC(O)CCCC(O)CCCCCCC=CCC(C(C)C(O)CCCCCC(C)O)OC(=O)C=C1
BGC0001645_lagmysin.fasta,CC(C)CC(NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)C(Cc1cnc[nH]1)NC(=O)CNC(=O)CNC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C1CC(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NCC(=O)NC(CCC(N)=O)C(=O)NCC(=O)NC(CO)C(=O)N2CCCC2C(=O)N1)C(=O)O
BGC0001646_lagriamide.fasta,CC(=CC(C)CCC1CCCC2(CCC(C)C(CCCNC(=O)C(C)C(C)CNC(=O)CC3OC(CC(=O)C4OC4C)CCC3C)O2)O1)CCC(=O)O
BGC0001647_lagunapyrone_C.fasta,CC=C(C)C(O)C(C)C(O)CC=C(C)C=C(C)CC(C)=CCC=C(C)C(O)C(C)c1ccc(CCC)c(=O)o1
BGC0001648_lasalocid.fasta,CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C
BGC0001650_Le_pyrrolopyrazines.fasta,CC(C)c1ncc2n(c1=O)CCC2
BGC0001651_legionaminic_acid.fasta,CC(O)C(N)C1OC(O)(C(=O)O)CC(O)C1N
BGC0001653_linfuranone_C.fasta,CCCCC(=O)C(C)C=C(C)C(O)C(C)C=CC=CCCC(O)CC1=C(C)C(=O)C(C)(O)O1
BGC0001655_LP2006.fasta,CC(C)C1NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(NC(=O)C(CO)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CC(=O)O)NC(=O)C(CC(N)=O)NC(=O)C2CCC(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)N3CCCC3C(=O)NC(CC(N)=O)C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)N2)CSSCC(C(=O)O)NC1=O
BGC0001657_lysocin.fasta,CCC(C)C1NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)N(C)C(=O)CNC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(NC(=O)CC(O)CC(C)C)C(C)OC(=O)C(C(C)O)NC1=O
BGC0001658_macrotermycins.fasta,CC1C=CC=CC=CC=CC=CC(OC2OCC(O)C(O)C2N)C(C)(O)C=CC=CC(=O)NC1
BGC0001661_mayamycin_B.fasta,Cc1cc(O)c2c3c(c(O)c(C4CC(N)C(O)C(C)O4)c2c1)C(=O)c1c(O)cccc1C3=O
BGC0001662_mediomycin_A.fasta,CC(=CC=CC=CCCC=CC(C)C(O)C(C)C(O)C=CC=CC=CC=CC=CC=CCC(OS(=O)(=O)O)C(C)C(=O)CC(O)CC(O)C=CCC(O)CC(O)CC(O)C=CCC(O)CC(O)C=CCC(O)CC(O)CCCN)C(=O)O
BGC0001663_merocyclophane_D.fasta,CCCCC1CCCCCC(C)c2cc(O)c(c(O)c2)C(CCCCO)CCCCCC(C)c2cc(O)c1c(O)c2
BGC0001664_merosterols.fasta,COCC1(C)C(Cl)CCC23C(=O)OC(C(O)C4(C)C5=Cc6c7c(cc(Cl)c6C5(C)C(O)CC42O)OCO7)C13
BGC0001665_methylated_acyl_phloroglucinol.fasta,CCCCCCCCCCCCCCCC(=O)c1c(O)cc(O)c(C)c1O
BGC0001666_microansamycins.fasta,CC1C(=O)C2(C)C(=O)NC3=CC(=O)CC4CCC(OC342)C1O
BGC0001669_microvionin.fasta,CN=C(NC)NCCCCCCCCCCCCCCC(=O)NC(C)C(=O)NC1CC2(CSC=CNC(=O)C(CO)NC(=O)C(CCC(N)=O)NC2=O)NC(=O)CNC(=O)C(CC(C)C)NC1=O
BGC0001673_moomysin.fasta,O=C(O)CC(NC(=O)C(CC(=O)O)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1cnc[nH]1)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C1CC(=O)NC(CO)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)NCC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2cnc[nH]2)C(=O)N1)C(=O)O
BGC0001674_MS_271.fasta,CCC(C)C1NC(=O)C(C)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C2CSSCC3NC(=O)CC(NC(=O)C(CC(N)=O)NC(=O)C(CSSCC(C(=O)NC(Cc4ccccc4)C(=O)NC(Cc4c[nH]c5ccccc45)C(=O)O)NC(=O)C(C(C)C)NC1=O)NC(=O)C(CO)NC(=O)CNC(=O)C(C(C)C)NC(=O)CNC(=O)C(CC(C)C)NC3=O)C(=O)NC(Cc1ccccc1)C(=O)NC(C)C(=O)NCC(=O)N2
BGC0001675_murayaquinone.fasta,CCCC(=O)c1cc2c(c(O)c1C)C(=O)C(=O)c1c(O)cccc1-2
BGC0001676_mycemycin_A.fasta,Cc1c(Cl)cc(C(N)=O)c2c1Oc1ccccc1C(=O)N2
BGC0001678_mycosporine_like_amino_acids_MAAs_.fasta,COC1=C(NCC(=O)O)CC(O)(CO)CC1=NC(C(=O)O)C(C)O
BGC0001680_N_acyl_alanine.fasta,CCCCCCCCCCCCCC(=O)NC(C)C(=O)[O-]
BGC0001681_N_acyl_glycine.fasta,CCCCCCCCCCCCCC(O)CC(=O)NCC(=O)[O-]
BGC0001682_N_acyl_lysine_ornithine.fasta,CCCCCCCCCCCCCC(O)CC(=O)NC(CCC[NH3+])C(=O)[O-]
BGC0001683_N_acyl_serinol.fasta,CCCCCCCCCCCCCCCC(=O)NC(CO)CO
BGC0001684_N_acyloxyacyl_glutamine.fasta,CCCCCCCCCCCC(O)CC(=O)OC(CCCCCCC)CC(=O)NC(CCCC(N)=O)C(=O)[O-]
BGC0001685_N_acyloxyacyl_lysine.fasta,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCCCC)CC(=O)NC(CCCC[NH3+])C(=O)[O-]
BGC0001686_N_octanoyl_Met_Phe_H.fasta,CCCCCCCC(=O)NC(CCSC)C(=O)NC(C=O)Cc1ccccc1
BGC0001687_N_tetradecanoyl_tyrosine.fasta,CCCCCCCCCCCCCC(=O)NC(Cc1ccc(O)cc1)C(=O)O
BGC0001688_N_tetradecanoyl_tyrosine.fasta,CCCCCCCCCCCCCC(=O)NC(Cc1ccc(O)cc1)C(=O)O
BGC0001689_naphthgeranine_A.fasta,CC1=CC2C3=C(OC(C)(C)C2CC1)C(=O)c1c(O)cc(O)cc1C3=O
BGC0001690_natamycin.fasta,CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O
BGC0001692_nematophin.fasta,CCC(C)C(=O)C(=O)NCCc1c[nH]c2ccccc12
BGC0001693_nenestatin.fasta,CCC1(OC2CC(N(C)C)C(OC)C(C)O2)C=CC2=C(C=C3C(=O)c4c(O)ccc(O)c4C(O)=C32)C1=O
BGC0001696_neothioviridamide.fasta,CSCCC(NC(=S)C(NC(=O)C(C)=O)C(C)C)C(=S)NC(C)C(=O)NC(C)C(=S)NC(C)C(=S)NC(C)C(=O)NC1C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(Cc2ccccc2)C(=O)NC(C(O)c2cn(C)c[n+]2C)C(=O)NC=CSC1C
BGC0001698_nevaltophins.fasta,CCC(C)C(=O)C(=O)N(C)C(C(=O)NCCc1c[nH]c2ccccc12)C(C)C
BGC0001700_niphimycins_C_E.fasta,CNC(=N)NCCCC=CCCCC(C)CC(C)C1OC(=O)C(C)C(O)C=CC(C)C(O)CC(O)C(C)C(O)CCC(C)C(O)CC2(O)OC(CC(OC(=O)CC(=O)O)CC(O)CC(O)C(C)C(O)C=CC=CC1C)CC(O)C2O
BGC0001703_nocuolin_A.fasta,CCCCCC1=NN(C(=O)CCO)OC(CCCCC)C1
BGC0001704_nocuolin_A.fasta,CCCCCC1=NN(C(=O)CCO)OC(CCCCC)C1
BGC0001707_nosiheptide.fasta,C=C(NC(=O)c1csc(-c2nc3c(cc2O)-c2nc(cs2)C(=O)NC(C(C)O)C(=O)NC(=CC)c2nc(cs2)C(=O)NC2CC(O)C(=O)OCc4cccc5[nH]c(c(C)c45)C(=O)SCC(NC(=O)c4csc2n4)c2nc-3cs2)n1)C(N)=O
BGC0001711_occidiofungin.fasta,CCCCCCCCCCCC(OC1OCC(O)C(O)C1O)C(O)C(O)CC1CC(=O)NC(CO)C(=O)NC(C(O)c2ccc(O)cc2)C(=O)NCCC(N)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(CC(N)=O)C(=O)N1
BGC0001713_ochrobactin.fasta,CCCCCC=CC(=O)N(O)CCCCN(C(=O)O)C(=O)CC(O)(CC(=O)NC(CCCCN(O)C(=O)C=CCCCCCCCC)C(=O)O)C(=O)O
BGC0001714_octacosamicin.fasta,N=C(N)N(O)CCCCCC=CC=CC(=O)CCCC=CC=CCCCCC(O)CC(O)CC(O)C(O)C(=O)NCC(=O)O
BGC0001716_odilorhabdins.fasta,N=C(N)NCCC=C(NC(=O)C(CCC(O)CN)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCCN1C(=O)C(CCCN)NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(N)CCCCN)C(O)CN)C(O)CN)C(=O)NC(CCC(O)CN)C(=O)NCCCCN
BGC0001721_ornibactin.fasta,CCCC(O)CC(=O)N(O)CCCC(N)C(=O)NC(C(=O)NC(CO)C(=O)NC(CCCN(O)C=O)C(=O)NCCCCN)C(O)C(=O)O
BGC0001725_oxetanocin_A.fasta,Nc1ncnc2c1ncn2C1OC(CO)C1CO
BGC0001726_pactamides.fasta,CCC1CC2CC3C4CC=CC(=O)NCCCC5NC(=O)C(=C5O)C(=O)C=CC4CCC3C2C1C
BGC0001727_paenilan.fasta,C=C1NC(=O)C2CCCN2C(=O)C(NC(=O)C2CCSCCC(N)C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)N2)CCC(C)SCCCC(C(=O)NC(C)C(=O)NC2CCC(C)SCCCC(C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC3CCSCCC4NC(=O)C(Cc5ccccc5)NC(=O)C(CCSCCC(C(=O)O)NC(=O)C(=CC)NC(=O)C(CCCCN)NC4=O)NC(=O)C(CC(C)C)NC3=O)C(C)C)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(C(C)O)NC(=O)CNC2=O)NC1=O
BGC0001728_paenilipoheptin.fasta,CCCCCCCCCCC1NC(=O)C(CCC(=O)O)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(Cc2ccccc2)NC(=O)C(C(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(CCN)NC(=O)C(CO)NC1=O
BGC0001730_paramagnetoquinone.fasta,COc1cc2c(=O)c3cc4c(=O)c(OC)cc(=O)c4c(O)c3c(=O)c2c2c1C(=O)OC2
